Title,Entity,Nationality,Country,From,To,Prohibited Practice,Source,Tipo de sancion del BID,IDB Sanction Source,Other Name
Licita Distribuidora Comércio E Serviços Eireli,Firm,Brazil," Brazil",2023-10-31T00:00,2029-10-30 00:00:00," Fraud",IDB,Debarment,SOFF,Sanctions Officer
Frederico De Oliveira Rosa,Individual,Brazil," Brazil",2023-10-31T00:00,2029-10-30 00:00:00," Fraud",IDB,Debarment,SOFF,Sanctions Officer
M/S Gul Construction Co.,Firm,Pakistan," Pakistan",2023-11-08T00:00,2027-05-04 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
Muhammad Ayub and Brothers,Firm,Pakistan," Pakistan",2023-11-08T00:00,2027-05-04 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
M/S Gul Construction Co. (Gul Prime),Firm,Pakistan," Pakistan",2023-11-08T00:00,2027-05-04 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
HTC Construction and Advanced Technology Joint Stock Company,Firm,Vietnam," Vietnam",2023-11-08T00:00,2027-04-07 00:00:00," Fraud, Obstruction",WBG cross debarment,NULL,NULL,NULL
BETS Consulting Services Limited,Firm,Bangladesh," Bangladesh",2023-12-11T00:00,2025-08-30 00:00:00," Corruption, Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Egis Eau S.A.S.,Firm,France," Panama",2024-01-03T00:00,2027-01-02 00:00:00," Corruption, Fraud",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Egis International S.A.S.,Firm,France," Panama",2024-01-03T00:00,2027-01-02 00:00:00," Corruption, Fraud",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Egis Colombia S.A.S.,Firm,Colombia," Panama",2024-01-03T00:00,2027-01-02 00:00:00," Corruption, Fraud",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Peter Lambileki,Individual,United Republic of Tanzania," Kenya, United Republic of Tanzania, Zambia",2024-01-05T00:00,2027-06-04 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Multi-Tech Consult (PTY) Ltd.,Firm,Botswana," Kenya, United Republic of Tanzania, Zambia",2024-01-05T00:00,2027-06-04 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
PT. Karya Kita Putra Pertiwi (“Karya Kita”),Firm,Indonesia," Indonesia",2021-05-13T00:00,Ongoing," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Mr. Oyo Sunaryo (“Mr. Sunaryo”),Individual,Indonesia," Indonesia",2021-05-13T00:00,Ongoing," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"Xinjiang Communications Construction Group Co., Ltd. (“XCCG”)",Firm,China," Ukraine",2024-03-15T00:00,2026-05-29 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Perfect Dredging Company Pvt. Ltd. (“Perfect Dredging”),Firm,India," Myanmar",2024-03-15T00:00,2031-01-16 00:00:00," Fraud, Collusion",WBG cross debarment,NULL,NULL,NULL
Mr. Arputharaj Job Robinson Devaraj (“Mr. Devaraj”),Individual,India," Myanmar",2024-03-15T00:00,2031-01-16 00:00:00," Fraud, Collusion",WBG cross debarment,NULL,NULL,NULL
JOYCOT GENERAL CONTRACTORS LIMITED,Firm,Kenya," Kenya",2024-03-15T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Md. Abdul Awal,Individual,Bangladesh," Bangladesh",2023-11-09T00:00,2030-03-14 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
A.S. Construction,Firm,Bangladesh," Bangladesh",2023-11-09T00:00,2030-03-14 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Sargittarius Nigeria Limited,Firm,Nigeria," Nigeria",2021-09-01T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Agidel-As LLP,Firm,Kazakhstan," Kyrgyzstan",2024-04-15T00:00,2026-12-10 00:00:00," Fraud",EBRD cross debarment,NULL,NULL,NULL
"Cairo Consult ",Firm,Egypt," Kenya",2024-04-15T00:00,2028-09-14 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Akuboh Victor Uneojo ",Individual,Nigeria," Nigeria",2024-04-15T00:00,2026-04-11 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Diyokes Consultants Limited,Firm,Nigeria," Nigeria",2024-04-15T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Engr. Innocent O. Diyoke,Individual,Nigeria," Nigeria",2024-04-15T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
"Malik Nasir Hussain Tanoli ",Individual,Pakistan," Pakistan",2024-04-15T00:00,2027-10-20 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Baraka Qurilish Servis LLC (“BQS”) ",Firm,Uzbekistan," Myanmar",2024-04-15T00:00,2028-12-05 00:00:00," Fraud, Obstruction",WBG cross debarment,NULL,NULL,NULL
Solutions for Development Support (Pvt.) Ltd.,Firm,Pakistan," Pakistan",2024-04-15T00:00,2027-10-20 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Community Resilience Initiative,Firm,Pakistan," Pakistan",2024-04-15T00:00,2027-10-20 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Computech Business Services Limited (“Computech”),Firm,Malawi," Malawi",2024-05-16T00:00,2027-04-08 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Mr. Bounlert Chanthasounthone,Individual,Lao People's Democratic Republic," Lao People's Democratic Republic",2024-05-16T00:00,2027-11-08 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
“Timir” LLP (“Timir”),Firm,Kazakhstan," Kyrgyzstan",2024-05-16T00:00,2026-12-15 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Marseille for Engineering & Trading S.A.L. Offshore (doing business as MUE Group),Firm,Lebanon," Iraq",2024-05-16T00:00,2026-11-06 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Al Ula Engineering Bureau (doing business as MUE Group),Firm,Iraq," Iraq",2024-05-16T00:00,2026-11-06 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Baxodir Log’on Teksil (TIN No. 304332224),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
Fergana Oseana MChJ (TIN No. 301604464),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
Fergana Rashona Gold (TIN No. 302163491),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
"Royal Garden Home Co., Ltd. (Reg. No. 0205556035570)",Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
"Royal Thai Construction Co., Ltd. (Reg. No. 0205556005875)",Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
"Royal Thai Group Co., Ltd. (Reg. No. 0205558001478)",Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
Royal Dizayn Loyiha (TIN No. 300898378),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
Royal Thay Branch (TIN No. 303808059),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
Yozyovan Agro Lyuks (TIN No. 305967596),Firm,Uzbekistan," Uzbekistan",2019-07-22T00:00,Ongoing," Coercion",WBG cross debarment,NULL,NULL,NULL
National Bio-Medical Pvt. Ltd. (National Bio-Medical),Firm,Nepal," Nepal",2018-04-27T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
"Shanghai Hetai Construction Engineering Co., Ltd. (Shanghai Hetai)",Firm,China," China",2019-08-01T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
"""Interyer Inşaat” Məhdud Məsuliyyətli Cəmiyyəti (“Interyer Inşaat”)",Firm,Azerbaijan," Uzbekistan",2024-07-03T00:00,2027-01-12 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Future Netwings Solutions Private Limited (“Future Netwings”),Firm,India," India",2024-07-18T00:00,Ongoing," Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Future Netwings Solutions Pvt Ltd,Firm,India," Singapore",2024-07-18T00:00,Ongoing," Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Future Netwings Solutions LLC.,Firm,India," United States of America",2024-07-18T00:00,Ongoing," Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Ernst & Young LLP (“EY Kenya”),Firm,Kenya," Somalia",2024-07-18T00:00,2026-12-24 00:00:00," Corruption, Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Mr Romain Pison,Individual,France," Egypt, Georgia, Kosovo, Romania, Tajikistan",2024-07-18T00:00,2027-12-30 00:00:00," Fraud",EBRD cross debarment,Debarment,NULL,NULL
"Liang, Xiaoxiao",Individual,China," China",2019-10-07T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
PT. LPPSLH Konsultan,Firm,Indonesia," Indonesia",2024-08-05T00:00,2029-12-08 00:00:00," Corruption, Fraud, Obstruction",WBG cross debarment,NULL,NULL,NULL
PT Ewaco Bumi Mamiri,Firm,Indonesia," Indonesia",2024-08-05T00:00,2029-12-08 00:00:00," Corruption, Fraud, Obstruction",WBG cross debarment,NULL,NULL,NULL
Sino-Kenya Engineering Group Company Limited,Firm,Kenya," Kenya",2021-10-25T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Express Automation Limited,Firm,Kenya," Kenya",2022-02-17T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Egis Water and Maritime (but only for its business operations in the Water and Sanitation Sector),Firm,France," Panama",2024-09-05T00:00,2027-01-02 00:00:00," Corruption, Fraud",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
"Hebei Construction Group Corporation Limited (""Hebei Construction"")",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Comsis Information Technology Solutions Services (""Comsis Afghanistan"")",Firm,Afghanistan," Afghanistan",2024-10-17T00:00,2026-09-18 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Union Strong Group, Inc. (""USG"")",Firm,Liberia," Liberia",2024-10-16T00:00,2027-06-21 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Venus Softwares,Firm,India," India",2024-10-16T00:00,2025-12-23 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Venus IT Solutions Private Limited (“Venus ITS”),Firm,India," India",2024-10-16T00:00,2025-12-23 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Zytron Systems,Firm,India," India",2024-10-16T00:00,2025-12-23 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
"Hebei Construction Group Installation Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Tongchuang Liantai Hospital Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Haiyang Longhai Automobile Innovation Park
Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Beijing Tianjia Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Bozhou Qihang Transportation Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Dangshan Soaring General Aviation Industry Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Anhui Zhengrui Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Huainan Fengrui Infrastructure Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Wuhu Baojian Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Tiankai Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Gaoyang Tianxin Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Guizhou Tianze Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Lvjian Investment Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Haikuo Environmental Technology Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Baoding Zhongze Water Supply Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Zhengyuan Concrete Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Fuping Fuyuan Concrete Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Baoding Bowang New Material Technology Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Chengde City Fengyuan Concrete Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Zhuocheng Road and Bridge Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Zhuocheng Engineering Inspection Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Inner Mongolia Jiantou Development Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group (Ningbo) Supply Chain Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hainan Qihui Supply Chain Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Rongcheng County Xinrong City Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Shangbai Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Zhichuang Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Zhuoxin Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Xindacheng Real Estate Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Zhibo Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Ecological Environment Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Tianchen Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hengshui Jizhou District Jiuchen Construction Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Nongtou Construction Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Tianyu Construction Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Yuncai Network Technology Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Yunnan Tianyi Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Zhiping Construction Equipment Leasing Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Xingxi Corporate Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Jilin Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Tianyong Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Bingzheng Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Shaanxi Tianqin Jianan Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Tianfu Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Tianmian Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Tianying Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Tianrui Project Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Harbin Airport Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Hong Kong Co., Ltd.",Firm,"China, Hong Kong Special Administrative Region"," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Decoration Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Zhongru Software Technology Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Baoding Zhongcheng Investment Management Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Shenzhen Zhongru Investment Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Infrastructure Construction Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Construction Group Tianding Construction and Installation Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Shandong Juhe Agricultural Service Development Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Hebei Shenning Construction Engineering Co., Ltd.",Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Installation Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Zhuhai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dingxing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Laiyuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 3 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 6 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing Shunyi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing Niulanshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing Fengtai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijign Fangshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Jiaozhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Weifang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Liaocheng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Yantai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 8 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Fujian Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Chengdu Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Chongqing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited No 2 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shengzhou City Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Anhui Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Shanghai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Nanjing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shaoxing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qingyuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Fengtai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Zhejiang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Ningguo Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shitai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dangshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Zhenjiang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Suzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Wuxi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Changzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Steel Structure Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Gaoyang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited No. 7 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Jieyang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dongguan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
